3.740722656,1.752441406,11.98895836,735,414
2.740722656,1.752685547,11.98895836,675,414
1.740966797,1.753173828,11.98895836,615,414
0.741210938,1.75390625,11.98895836,555,414
-0.258300781,1.754638672,11.98895836,495,414
-1.257568359,1.755859375,11.98895836,435,414
-1.256103516,0.757324219,11.98895836,435,469
-1.254882813,-0.241699219,11.98895836,435,513
-1.25390625,-1.241210938,11.98895836,435,570
-1.253417969,-2.240966797,11.98895836,435,620
-1.252929688,-3.240722656,11.98895836,435,676
-1.252441406,-4.240722656,11.98895836,435,742
5.193115234,4.431640625,15.23828125,854,90
-0.682373047,-6.401855469,11.99092484,466,852
